timestamp,open,high,low,close,volume
2024-01-03 11:00:00,1.0928,1.09297,1.09154,1.09195,14822
2024-01-03 12:00:00,1.09195,1.0932,1.09145,1.09168,14106
2024-01-03 13:00:00,1.09168,1.093,1.09101,1.09215,27610
2024-01-03 14:00:00,1.09216,1.09265,1.09099,1.09183,29197
2024-01-03 15:00:00,1.09179,1.09385,1.0898,1.09044,51316
2024-01-03 16:00:00,1.09045,1.09182,1.09026,1.09081,24150
2024-01-03 17:00:00,1.09081,1.09101,1.09032,1.09066,13325
2024-01-03 18:00:00,1.09066,1.09148,1.09026,1.09054,10591
2024-01-03 19:00:00,1.09055,1.09257,1.08929,1.09176,30409
2024-01-03 20:00:00,1.09177,1.09232,1.0915,1.09212,12038
2024-01-03 21:00:00,1.09211,1.09236,1.09187,1.09206,4091
2024-01-03 22:00:00,1.09206,1.09225,1.09167,1.09206,4980
2024-01-03 23:00:00,1.09207,1.09275,1.09207,1.09258,2195
2024-01-04 00:00:00,1.09259,1.09266,1.09194,1.09225,4042
2024-01-04 01:00:00,1.09224,1.09241,1.09163,1.09178,6926
2024-01-04 02:00:00,1.09177,1.09199,1.0916,1.09193,3695
2024-01-04 03:00:00,1.09193,1.09306,1.09193,1.09261,5024
2024-01-04 04:00:00,1.09261,1.09285,1.09247,1.09258,4623
2024-01-04 05:00:00,1.09259,1.09268,1.09219,1.09266,7287
2024-01-04 06:00:00,1.09265,1.09346,1.09208,1.09324,9718
2024-01-04 07:00:00,1.09323,1.09436,1.09295,1.09375,13013
2024-01-04 08:00:00,1.09375,1.09559,1.09345,1.09532,22172
2024-01-04 09:00:00,1.09532,1.0969,1.09453,1.09675,20194
2024-01-04 10:00:00,1.09675,1.09721,1.09543,1.09555,14960
2024-01-04 11:00:00,1.09556,1.09578,1.09462,1.09479,8152
2024-01-04 12:00:00,1.09477,1.09557,1.09468,1.09522,8775
2024-01-04 13:00:00,1.09523,1.09552,1.09327,1.0947,30585
2024-01-04 14:00:00,1.09469,1.09505,1.09381,1.09453,27577
2024-01-04 15:00:00,1.09452,1.09652,1.09452,1.0955,27138
2024-01-04 16:00:00,1.09551,1.09639,1.09542,1.0956,17095
2024-01-04 17:00:00,1.09561,1.09597,1.09418,1.09504,10607
2024-01-04 18:00:00,1.09504,1.09543,1.09459,1.09469,11770
2024-01-04 19:00:00,1.09471,1.09498,1.09433,1.0947,8664
2024-01-04 20:00:00,1.09469,1.09491,1.09431,1.09491,7834
2024-01-04 21:00:00,1.0949,1.095,1.09435,1.09441,4553
2024-01-04 22:00:00,1.09441,1.09498,1.0943,1.09463,5353
2024-01-04 23:00:00,1.0946,1.09488,1.09431,1.09462,1722
2024-01-05 00:00:00,1.09461,1.09514,1.09443,1.09508,2746
2024-01-05 01:00:00,1.09508,1.09558,1.09501,1.09515,7853
2024-01-05 02:00:00,1.09515,1.09541,1.09466,1.09469,6276
2024-01-05 03:00:00,1.09468,1.09473,1.09391,1.09392,7222
2024-01-05 04:00:00,1.09392,1.09411,1.09363,1.09371,3966
2024-01-05 05:00:00,1.09371,1.09381,1.09341,1.09374,6122
2024-01-05 06:00:00,1.09374,1.09374,1.09247,1.09276,8126
2024-01-05 07:00:00,1.09275,1.09333,1.09226,1.09231,11025
2024-01-05 08:00:00,1.09231,1.09257,1.09034,1.09076,17020
2024-01-05 09:00:00,1.09075,1.09305,1.09028,1.09126,14624
2024-01-05 10:00:00,1.09126,1.09137,1.09036,1.09127,13236
2024-01-05 11:00:00,1.09126,1.09175,1.09099,1.09142,8803
2024-01-05 12:00:00,1.09142,1.09208,1.09136,1.09176,9107
2024-01-05 13:00:00,1.09177,1.09278,1.08767,1.0921,47899
2024-01-05 14:00:00,1.09212,1.09548,1.09212,1.0949,53766
2024-01-05 15:00:00,1.09492,1.09984,1.0949,1.09781,56987
2024-01-05 16:00:00,1.09782,1.09805,1.0953,1.09559,26544
2024-01-05 17:00:00,1.09558,1.09561,1.0943,1.09462,16172
2024-01-05 18:00:00,1.09461,1.09562,1.09352,1.0954,13733
2024-01-05 19:00:00,1.09542,1.09597,1.09431,1.09452,11401
2024-01-05 20:00:00,1.09452,1.09471,1.09357,1.09392,8788
2024-01-05 21:00:00,1.09393,1.0942,1.0937,1.09392,5520
2024-01-07 22:00:00,1.09386,1.09451,1.09376,1.09444,2008
2024-01-07 23:00:00,1.09445,1.09456,1.09349,1.09415,2668
2024-01-08 00:00:00,1.09413,1.09492,1.09402,1.09485,2184
2024-01-08 01:00:00,1.09484,1.0953,1.09469,1.09479,4508
2024-01-08 02:00:00,1.09479,1.09479,1.09359,1.09371,5305
2024-01-08 03:00:00,1.0937,1.09392,1.09313,1.09329,4577
2024-01-08 04:00:00,1.09329,1.09371,1.09306,1.0934,3865
2024-01-08 05:00:00,1.09342,1.09374,1.0932,1.09374,4456
2024-01-08 06:00:00,1.09372,1.09466,1.09363,1.09457,5003
2024-01-08 07:00:00,1.09459,1.09522,1.09394,1.09451,12744
2024-01-08 08:00:00,1.09454,1.09454,1.09293,1.09337,20937
2024-01-08 09:00:00,1.09336,1.09424,1.09226,1.09369,14518
2024-01-08 10:00:00,1.09369,1.09434,1.09342,1.09424,15461
2024-01-08 11:00:00,1.09424,1.09506,1.09368,1.09379,13121
2024-01-08 12:00:00,1.09378,1.0948,1.09372,1.09445,9935
2024-01-08 13:00:00,1.09446,1.09561,1.09426,1.09507,20038
2024-01-08 14:00:00,1.09507,1.09626,1.09493,1.09603,27638
2024-01-08 15:00:00,1.09602,1.09745,1.09552,1.09697,23378
2024-01-08 16:00:00,1.09696,1.09787,1.09683,1.09754,19256
2024-01-08 17:00:00,1.09753,1.09788,1.09625,1.09646,12463
2024-01-08 18:00:00,1.09646,1.09656,1.09488,1.09553,7477
2024-01-08 19:00:00,1.09553,1.09628,1.09529,1.09609,8098
2024-01-08 20:00:00,1.0961,1.0961,1.09494,1.09547,9366
2024-01-08 21:00:00,1.09548,1.09564,1.09495,1.09495,3822
2024-01-08 22:00:00,1.09495,1.09548,1.09493,1.09501,2846
2024-01-08 23:00:00,1.0951,1.09526,1.09495,1.09497,1666
2024-01-09 00:00:00,1.09497,1.09593,1.09492,1.09552,6194
2024-01-09 01:00:00,1.0955,1.09618,1.09514,1.09615,5920
2024-01-09 02:00:00,1.09615,1.09646,1.09605,1.09626,5385
2024-01-09 03:00:00,1.09629,1.09663,1.09608,1.09627,3688
2024-01-09 04:00:00,1.09628,1.09629,1.09534,1.09561,3797
2024-01-09 05:00:00,1.0956,1.09561,1.0948,1.09496,4675
2024-01-09 06:00:00,1.09496,1.09549,1.0948,1.09501,6882
2024-01-09 07:00:00,1.09501,1.09629,1.09461,1.09566,10610
2024-01-09 08:00:00,1.09566,1.09566,1.09389,1.09496,13814
2024-01-09 09:00:00,1.09497,1.09504,1.09379,1.0944,15138
2024-01-09 10:00:00,1.0944,1.0948,1.09324,1.09353,11758
2024-01-09 11:00:00,1.09354,1.09359,1.09287,1.09314,10572
2024-01-09 12:00:00,1.09313,1.09415,1.09288,1.09405,16428
2024-01-09 13:00:00,1.09406,1.09468,1.0933,1.09459,24992
2024-01-09 14:00:00,1.0946,1.09513,1.09379,1.09455,24992
2024-01-09 15:00:00,1.09456,1.09467,1.09175,1.09178,27988
2024-01-09 16:00:00,1.09178,1.09351,1.09103,1.09343,20007
2024-01-09 17:00:00,1.09345,1.09391,1.09301,1.09339,15303
2024-01-09 18:00:00,1.0934,1.094,1.09223,1.09241,14764
2024-01-09 19:00:00,1.0924,1.09286,1.092,1.09252,9519
2024-01-09 20:00:00,1.09252,1.09295,1.0925,1.09279,10883
2024-01-09 21:00:00,1.0928,1.09314,1.09277,1.09307,4183
2024-01-09 22:00:00,1.09307,1.09307,1.09265,1.09282,7290
2024-01-09 23:00:00,1.09281,1.09326,1.0928,1.09317,1061
2024-01-10 00:00:00,1.09316,1.09363,1.09291,1.09308,5026
2024-01-10 01:00:00,1.09307,1.09333,1.09261,1.09322,8124
2024-01-10 02:00:00,1.09323,1.09358,1.09316,1.09337,7714
2024-01-10 03:00:00,1.09337,1.0936,1.09277,1.09292,7340
2024-01-10 04:00:00,1.09292,1.09329,1.09288,1.09321,3828
2024-01-10 05:00:00,1.09321,1.0934,1.09304,1.09323,4438
2024-01-10 06:00:00,1.09323,1.09334,1.09235,1.09246,7300
2024-01-10 07:00:00,1.09246,1.09453,1.09245,1.0926,17729
2024-01-10 08:00:00,1.09261,1.09448,1.09228,1.09433,17207
2024-01-10 09:00:00,1.09432,1.09519,1.09415,1.09471,13314
2024-01-10 10:00:00,1.0947,1.09548,1.09451,1.09492,12796
2024-01-10 11:00:00,1.09496,1.09553,1.09416,1.09459,11516
2024-01-10 12:00:00,1.09459,1.09504,1.09431,1.09438,10056
2024-01-10 13:00:00,1.09438,1.09519,1.09404,1.09405,17679
2024-01-10 14:00:00,1.09405,1.09415,1.0932,1.09399,16632
2024-01-10 15:00:00,1.09399,1.0969,1.09355,1.09673,24909
2024-01-10 16:00:00,1.09674,1.0969,1.09523,1.0959,16128
2024-01-10 17:00:00,1.0959,1.0968,1.09582,1.09672,8921
2024-01-10 18:00:00,1.09672,1.09697,1.09593,1.09695,8597
2024-01-10 19:00:00,1.09695,1.09707,1.09669,1.09703,7799
2024-01-10 20:00:00,1.09703,1.09728,1.09615,1.09654,16960
2024-01-10 21:00:00,1.09654,1.09729,1.09648,1.09722,4206
2024-01-10 22:00:00,1.09722,1.09724,1.09685,1.09716,7787
2024-01-10 23:00:00,1.09715,1.09747,1.09709,1.0974,1605
2024-01-11 00:00:00,1.09742,1.09787,1.0973,1.09777,10012
2024-01-11 01:00:00,1.09778,1.09802,1.09749,1.09788,14190
2024-01-11 02:00:00,1.09788,1.09847,1.0977,1.09781,7059
2024-01-11 03:00:00,1.0978,1.09811,1.09772,1.09803,4585
2024-01-11 04:00:00,1.09802,1.09827,1.09775,1.09777,5528
2024-01-11 05:00:00,1.09775,1.09813,1.09757,1.09783,6674
2024-01-11 06:00:00,1.09784,1.09885,1.09744,1.09857,5094
2024-01-11 07:00:00,1.09858,1.09867,1.09773,1.09788,10311
2024-01-11 08:00:00,1.0979,1.09813,1.09717,1.0975,15076
2024-01-11 09:00:00,1.09749,1.09752,1.09588,1.09637,14802
2024-01-11 10:00:00,1.09637,1.09697,1.09585,1.09689,12838
2024-01-11 11:00:00,1.09689,1.09824,1.09676,1.09785,15282
2024-01-11 12:00:00,1.09786,1.09904,1.09762,1.09837,11726
2024-01-11 13:00:00,1.09838,1.1,1.09355,1.09394,53553
2024-01-11 14:00:00,1.09397,1.09737,1.09314,1.09542,57231
2024-01-11 15:00:00,1.09542,1.09628,1.09302,1.09464,52907
2024-01-11 16:00:00,1.09466,1.09573,1.09366,1.09423,36759
2024-01-11 17:00:00,1.09422,1.09545,1.09415,1.09508,21187
2024-01-11 18:00:00,1.09508,1.09661,1.09498,1.09647,17246
2024-01-11 19:00:00,1.09648,1.09829,1.09648,1.09819,18035
2024-01-11 20:00:00,1.0982,1.09825,1.09561,1.09713,17428
2024-01-11 21:00:00,1.09714,1.09751,1.09702,1.09717,6435
2024-01-11 22:00:00,1.09715,1.09739,1.09609,1.09724,3176
2024-01-11 23:00:00,1.09725,1.09825,1.097,1.09824,2508
2024-01-12 00:00:00,1.09823,1.09846,1.09741,1.09756,8277
2024-01-12 01:00:00,1.09754,1.09842,1.09725,1.09826,9354
2024-01-12 02:00:00,1.09826,1.09853,1.09781,1.09796,9355
2024-01-12 03:00:00,1.09796,1.09828,1.0977,1.09776,3392
2024-01-12 04:00:00,1.09774,1.09774,1.09731,1.09755,3635
2024-01-12 05:00:00,1.09756,1.09803,1.09736,1.09755,5556
2024-01-12 06:00:00,1.09755,1.09786,1.0973,1.09752,5143
2024-01-12 07:00:00,1.09752,1.09778,1.09608,1.09666,15632
2024-01-12 08:00:00,1.09666,1.09827,1.09649,1.0975,18082
2024-01-12 09:00:00,1.09751,1.09798,1.0961,1.09624,17678
2024-01-12 10:00:00,1.09625,1.0964,1.09568,1.096,10723
2024-01-12 11:00:00,1.096,1.0962,1.09465,1.09496,11641
2024-01-12 12:00:00,1.09495,1.09518,1.09371,1.09377,16349
2024-01-12 13:00:00,1.09377,1.09695,1.09359,1.09552,39422
2024-01-12 14:00:00,1.09552,1.09849,1.09526,1.09757,38931
2024-01-12 15:00:00,1.09755,1.09868,1.09623,1.09661,32812
2024-01-12 16:00:00,1.09662,1.09738,1.09582,1.09583,21612
2024-01-12 17:00:00,1.09582,1.09587,1.0947,1.09496,14103
2024-01-12 18:00:00,1.09496,1.09596,1.09491,1.09594,8462
2024-01-12 19:00:00,1.09593,1.09633,1.09536,1.09559,7645
2024-01-12 20:00:00,1.09559,1.09563,1.09504,1.09512,5371
2024-01-12 21:00:00,1.09511,1.09526,1.09481,1.09483,5401
2024-01-14 22:00:00,1.0948,1.09502,1.09444,1.09495,2426
2024-01-14 23:00:00,1.09495,1.09495,1.0944,1.09451,3147
2024-01-15 00:00:00,1.09451,1.0954,1.09407,1.09534,9432
2024-01-15 01:00:00,1.09533,1.09561,1.09494,1.09547,7254
2024-01-15 02:00:00,1.09548,1.09655,1.09548,1.09648,6894
2024-01-15 03:00:00,1.09651,1.09675,1.09635,1.09643,6479
2024-01-15 04:00:00,1.09642,1.09643,1.09587,1.09628,3589
2024-01-15 05:00:00,1.09629,1.09659,1.09607,1.09639,4673
2024-01-15 06:00:00,1.0964,1.09666,1.09625,1.09639,6549
2024-01-15 07:00:00,1.09637,1.09662,1.09515,1.09533,14850
2024-01-15 08:00:00,1.09535,1.09649,1.09535,1.09579,16114
2024-01-15 09:00:00,1.0958,1.09588,1.0943,1.09466,14218
2024-01-15 10:00:00,1.09465,1.09466,1.09335,1.094,14207
2024-01-15 11:00:00,1.094,1.09489,1.09399,1.09453,9987
2024-01-15 12:00:00,1.09453,1.09589,1.09438,1.09538,13249
2024-01-15 13:00:00,1.09537,1.09541,1.09443,1.09505,13889
2024-01-15 14:00:00,1.09505,1.09519,1.09385,1.09433,11214
2024-01-15 15:00:00,1.09433,1.09508,1.09381,1.09496,13830
2024-01-15 16:00:00,1.09497,1.09523,1.09466,1.09472,7897
2024-01-15 17:00:00,1.09472,1.09524,1.0946,1.09481,3264
2024-01-15 18:00:00,1.0948,1.09528,1.09477,1.09528,773
2024-01-15 19:00:00,1.09528,1.09536,1.09497,1.09504,2003
2024-01-15 20:00:00,1.09506,1.09517,1.09491,1.09517,1576
2024-01-15 21:00:00,1.09516,1.09517,1.09489,1.09494,822
2024-01-15 22:00:00,1.09494,1.09504,1.09454,1.09488,12454
2024-01-15 23:00:00,1.09493,1.0951,1.09447,1.09449,4856
2024-01-16 00:00:00,1.09447,1.09461,1.09191,1.09196,9718
2024-01-16 01:00:00,1.09197,1.09315,1.09154,1.09275,13618
2024-01-16 02:00:00,1.09276,1.09276,1.09215,1.09238,8417
2024-01-16 03:00:00,1.09238,1.09253,1.09161,1.09189,5500
2024-01-16 04:00:00,1.09187,1.092,1.09134,1.09175,4292
2024-01-16 05:00:00,1.09175,1.09185,1.09126,1.09153,6453
2024-01-16 06:00:00,1.09153,1.09215,1.09127,1.09172,7346
2024-01-16 07:00:00,1.09176,1.09265,1.09086,1.09184,13565
2024-01-16 08:00:00,1.09184,1.09233,1.08944,1.09046,30174
2024-01-16 09:00:00,1.09045,1.09045,1.08839,1.0886,27427
2024-01-16 10:00:00,1.08864,1.08893,1.08792,1.08811,14648
2024-01-16 11:00:00,1.08811,1.08947,1.08739,1.08922,16989
2024-01-16 12:00:00,1.08923,1.08933,1.08837,1.08862,15669
2024-01-16 13:00:00,1.08863,1.08979,1.08716,1.08741,39904
2024-01-16 14:00:00,1.0874,1.08892,1.08665,1.08724,41823
2024-01-16 15:00:00,1.08726,1.08882,1.08656,1.08857,22673
2024-01-16 16:00:00,1.08856,1.08946,1.0862,1.08809,54843
2024-01-16 17:00:00,1.0881,1.08828,1.08628,1.08629,21544
2024-01-16 18:00:00,1.08629,1.0877,1.08628,1.08699,12292
2024-01-16 19:00:00,1.087,1.08747,1.08677,1.08736,9694
2024-01-16 20:00:00,1.08737,1.08756,1.087,1.08714,12084
2024-01-16 21:00:00,1.08716,1.08774,1.08714,1.08745,2476
2024-01-16 22:00:00,1.08744,1.08771,1.08721,1.08757,4496
2024-01-16 23:00:00,1.08754,1.08786,1.08749,1.08784,1392
2024-01-17 00:00:00,1.08786,1.08788,1.08723,1.08779,5385
2024-01-17 01:00:00,1.08778,1.08822,1.08733,1.08772,9183
2024-01-17 02:00:00,1.08774,1.08844,1.08738,1.08747,6182
2024-01-17 03:00:00,1.08747,1.08747,1.08651,1.08663,7840
2024-01-17 04:00:00,1.08662,1.08711,1.08647,1.08709,5396
2024-01-17 05:00:00,1.08709,1.08721,1.08607,1.08647,8983
2024-01-17 06:00:00,1.08649,1.08649,1.08554,1.08623,10700
2024-01-17 07:00:00,1.08625,1.08737,1.08586,1.08701,20218
2024-01-17 08:00:00,1.08701,1.08814,1.08662,1.08667,25232
2024-01-17 09:00:00,1.08668,1.08786,1.08609,1.08766,17489
2024-01-17 10:00:00,1.08764,1.08839,1.0867,1.08717,16137
2024-01-17 11:00:00,1.08719,1.08831,1.08697,1.08785,10067
2024-01-17 12:00:00,1.08785,1.08813,1.08694,1.08743,10623
2024-01-17 13:00:00,1.08744,1.08785,1.08512,1.08638,39392
2024-01-17 14:00:00,1.08639,1.08702,1.08477,1.08488,33398
2024-01-17 15:00:00,1.08488,1.08708,1.08445,1.0849,32209
2024-01-17 16:00:00,1.08489,1.08646,1.08476,1.08572,23118
2024-01-17 17:00:00,1.08573,1.087,1.08568,1.08669,14016
2024-01-17 18:00:00,1.08671,1.08673,1.08565,1.08657,14169
2024-01-17 19:00:00,1.08657,1.08787,1.08657,1.08738,9862
2024-01-17 20:00:00,1.08737,1.0882,1.08702,1.0881,9196
2024-01-17 21:00:00,1.08809,1.08827,1.08808,1.08818,2319
2024-01-17 22:00:00,1.08816,1.08829,1.08792,1.08803,8229
2024-01-17 23:00:00,1.08804,1.0886,1.08804,1.0886,2927
2024-01-18 00:00:00,1.08861,1.08942,1.08802,1.08938,7790
2024-01-18 01:00:00,1.08939,1.09008,1.08923,1.0896,17374
2024-01-18 02:00:00,1.08961,1.09028,1.0893,1.08933,8702
2024-01-18 03:00:00,1.08932,1.0898,1.08905,1.08954,7345
2024-01-18 04:00:00,1.08953,1.08963,1.08911,1.08941,5376
2024-01-18 05:00:00,1.0894,1.08961,1.08904,1.08947,7220
2024-01-18 06:00:00,1.08948,1.09067,1.08947,1.09039,9172
2024-01-18 07:00:00,1.0904,1.09063,1.08863,1.08881,14671
2024-01-18 08:00:00,1.08878,1.08889,1.08775,1.08797,17692
2024-01-18 09:00:00,1.08797,1.08995,1.08766,1.08845,17655
2024-01-18 10:00:00,1.08845,1.08959,1.08828,1.08949,11552
2024-01-18 11:00:00,1.08948,1.08953,1.08846,1.08891,10188
2024-01-18 12:00:00,1.0889,1.08939,1.08746,1.08774,14958
2024-01-18 13:00:00,1.08774,1.08775,1.08504,1.08524,35736
2024-01-18 14:00:00,1.08523,1.08688,1.08492,1.08594,46718
2024-01-18 15:00:00,1.08595,1.0868,1.08466,1.08521,42287
2024-01-18 16:00:00,1.08519,1.08701,1.08504,1.08618,27933
2024-01-18 17:00:00,1.08617,1.08644,1.08501,1.08596,15247
2024-01-18 18:00:00,1.08591,1.08658,1.08542,1.08637,13437
2024-01-18 19:00:00,1.08636,1.08691,1.08601,1.08617,14586
2024-01-18 20:00:00,1.08617,1.08694,1.08607,1.0869,9827
2024-01-18 21:00:00,1.08689,1.08773,1.08684,1.08757,4041
2024-01-18 22:00:00,1.08757,1.0876,1.087,1.08722,3775
2024-01-18 23:00:00,1.08724,1.08804,1.08724,1.08799,1933
2024-01-19 00:00:00,1.088,1.08817,1.08777,1.08798,5390
2024-01-19 01:00:00,1.08799,1.08873,1.08762,1.08855,6107
2024-01-19 02:00:00,1.08854,1.08896,1.08826,1.08881,7258
2024-01-19 03:00:00,1.08882,1.08893,1.08854,1.08889,5465
2024-01-19 04:00:00,1.0889,1.08894,1.08853,1.08864,3669
2024-01-19 05:00:00,1.08865,1.0887,1.08795,1.08808,6992
2024-01-19 06:00:00,1.08809,1.08822,1.08754,1.08809,8398
2024-01-19 07:00:00,1.08809,1.08862,1.08745,1.08794,12198
2024-01-19 08:00:00,1.08793,1.08818,1.08681,1.08771,13356
2024-01-19 09:00:00,1.08771,1.08849,1.08714,1.08829,13327
2024-01-19 10:00:00,1.08827,1.08849,1.0873,1.08808,11675
2024-01-19 11:00:00,1.08809,1.0893,1.08791,1.08873,9131
2024-01-19 12:00:00,1.08873,1.0888,1.088,1.08826,8977
2024-01-19 13:00:00,1.08825,1.08896,1.08754,1.08805,18776
2024-01-19 14:00:00,1.08806,1.08837,1.08656,1.08801,25009
2024-01-19 15:00:00,1.08798,1.089,1.08697,1.08825,36877
2024-01-19 16:00:00,1.08824,1.08879,1.08806,1.08866,18626
2024-01-19 17:00:00,1.08867,1.08933,1.088,1.08896,18706
2024-01-19 18:00:00,1.08896,1.08963,1.08859,1.0892,6485
2024-01-19 19:00:00,1.08921,1.08947,1.0888,1.08922,8912
2024-01-19 20:00:00,1.08924,1.08957,1.08899,1.0895,6672
2024-01-19 21:00:00,1.08948,1.08983,1.08937,1.0896,6471
2024-01-21 22:00:00,1.08906,1.08959,1.08878,1.08924,2353
2024-01-21 23:00:00,1.08918,1.08976,1.08904,1.0892,2793
2024-01-22 00:00:00,1.0892,1.09014,1.08912,1.09011,5540
2024-01-22 01:00:00,1.09012,1.0905,1.08987,1.09018,8088
2024-01-22 02:00:00,1.09018,1.09091,1.08996,1.09072,5774
2024-01-22 03:00:00,1.09073,1.09077,1.09013,1.09019,5479
2024-01-22 04:00:00,1.09021,1.09045,1.09008,1.09028,3679
2024-01-22 05:00:00,1.09029,1.09045,1.08985,1.09014,4903
2024-01-22 06:00:00,1.09015,1.09094,1.09013,1.09048,8027
2024-01-22 07:00:00,1.09047,1.09079,1.08972,1.08977,11575
2024-01-22 08:00:00,1.08975,1.09008,1.0887,1.08917,16531
2024-01-22 09:00:00,1.08916,1.09023,1.08898,1.08969,12562
2024-01-22 10:00:00,1.08969,1.08969,1.08858,1.08867,11327
2024-01-22 11:00:00,1.08867,1.08904,1.08815,1.08898,10868
2024-01-22 12:00:00,1.08899,1.08995,1.08881,1.08925,13525
2024-01-22 13:00:00,1.08925,1.08952,1.088,1.08915,19713
2024-01-22 14:00:00,1.08917,1.08963,1.08853,1.08897,21884
2024-01-22 15:00:00,1.08896,1.08981,1.08824,1.08852,14004
2024-01-22 16:00:00,1.08851,1.08943,1.08819,1.08938,11979
2024-01-22 17:00:00,1.08938,1.09,1.08906,1.08964,6843
2024-01-22 18:00:00,1.08963,1.08963,1.08838,1.08901,11026
2024-01-22 19:00:00,1.089,1.08911,1.08803,1.08847,7770
2024-01-22 20:00:00,1.08849,1.08854,1.08803,1.08841,7019
2024-01-22 21:00:00,1.08841,1.08849,1.08815,1.08819,3124
2024-01-22 22:00:00,1.08816,1.08846,1.08798,1.08811,9623
2024-01-22 23:00:00,1.0881,1.08816,1.08768,1.08772,2979
2024-01-23 00:00:00,1.08776,1.08839,1.08756,1.08831,3402
2024-01-23 01:00:00,1.08831,1.08885,1.08766,1.08883,5873
2024-01-23 02:00:00,1.08883,1.08939,1.08848,1.08873,10248
2024-01-23 03:00:00,1.08875,1.08949,1.08853,1.08927,8985
2024-01-23 04:00:00,1.08928,1.08986,1.08916,1.08983,4740
2024-01-23 05:00:00,1.08984,1.09079,1.08967,1.09069,7557
2024-01-23 06:00:00,1.09069,1.09141,1.09016,1.09139,12703
2024-01-23 07:00:00,1.0914,1.09162,1.09038,1.09083,18451
2024-01-23 08:00:00,1.09084,1.09105,1.08924,1.08951,19462
2024-01-23 09:00:00,1.0895,1.08951,1.08837,1.08874,14037
2024-01-23 10:00:00,1.08873,1.08882,1.08674,1.08694,12093
2024-01-23 11:00:00,1.08695,1.08719,1.086,1.08663,11151
2024-01-23 12:00:00,1.08663,1.08732,1.08603,1.08637,12310
2024-01-23 13:00:00,1.08639,1.08758,1.08639,1.0874,14785
2024-01-23 14:00:00,1.08739,1.0874,1.08484,1.08526,26018
2024-01-23 15:00:00,1.08528,1.08582,1.08215,1.08308,29897
2024-01-23 16:00:00,1.0831,1.08395,1.08256,1.08282,19665
2024-01-23 17:00:00,1.08281,1.08357,1.08244,1.08314,11255
2024-01-23 18:00:00,1.08315,1.08393,1.08302,1.0837,10216
2024-01-23 19:00:00,1.08371,1.08477,1.08358,1.08451,8066
2024-01-23 20:00:00,1.08452,1.08501,1.08435,1.08496,4799
2024-01-23 21:00:00,1.08498,1.08559,1.08482,1.0853,4020
2024-01-23 22:00:00,1.08529,1.08546,1.08446,1.08522,6636
2024-01-23 23:00:00,1.08522,1.08593,1.08522,1.08572,1967
2024-01-24 00:00:00,1.08573,1.08599,1.08552,1.08559,4952
2024-01-24 01:00:00,1.08558,1.08593,1.08514,1.08579,10851
